   WAVE       FLUX       ERROR      RMS 
 2153.400      1.19    0.0255      0.16
 2153.700      1.16     0.025      0.15
 2154.000      1.09    0.0252      0.15
 2154.300       1.1    0.0248     0.148
 2154.600      1.11    0.0247     0.139
 2154.900      1.11    0.0254     0.138
 2155.200      1.09    0.0248     0.141
 2155.500      1.11    0.0247     0.139
 2155.800      1.11    0.0259     0.146
 2156.100       1.1    0.0244     0.151
 2156.400      1.09    0.0246     0.153
 2156.700      1.11    0.0256     0.158
 2157.000      1.12    0.0252     0.155
 2157.300      1.14    0.0255      0.15
 2157.600      1.14    0.0266     0.148
 2157.900      1.16    0.0259     0.147
 2158.200      1.15     0.026     0.143
 2158.500      1.12     0.026     0.144
 2158.800       1.1    0.0247     0.144
 2159.100      1.09    0.0244     0.142
 2159.400      1.11    0.0255     0.143
 2159.700      1.11    0.0256     0.142
 2160.000      1.11    0.0251     0.149
 2160.300      1.17    0.0266     0.154
 2160.600      1.11    0.0251     0.148
 2160.900       1.1    0.0243     0.146
 2161.200      1.13    0.0252     0.146
 2161.500      1.13    0.0254     0.155
 2161.800      1.13    0.0249     0.152
 2162.100      1.09    0.0248     0.154
 2162.400      1.12    0.0249     0.167
 2162.700      1.13    0.0251      0.16
 2163.000      1.13    0.0257     0.152
 2163.300      1.12    0.0252     0.148
 2163.600      1.15    0.0258     0.153
 2163.900      1.12    0.0253     0.156
 2164.200      1.13    0.0256     0.152
 2164.500      1.16    0.0261     0.151
 2164.800      1.15    0.0255      0.15
 2165.100       1.1     0.025     0.147
 2165.400      1.12    0.0261     0.142
 2165.700      1.15    0.0256      0.15
 2166.000      1.12     0.026     0.151
 2166.300      1.09     0.025     0.151
 2166.600      1.09    0.0249     0.156
 2166.900       1.1    0.0258     0.159
 2167.200      1.14     0.026     0.154
 2167.500      1.13    0.0256     0.155
 2167.800      1.12    0.0261     0.146
 2168.100      1.12    0.0255     0.136
 2168.400      1.09    0.0253     0.142
 2168.700       1.1    0.0259      0.15
 2169.000      1.07    0.0249      0.15
 2169.300      1.08    0.0253     0.146
 2169.600      1.09    0.0258     0.142
 2169.900       1.1    0.0252     0.151
 2170.200      1.11    0.0254     0.148
 2170.500       1.1    0.0257     0.142
 2170.800      1.12    0.0256     0.144
 2171.100      1.14    0.0259     0.151
 2171.400      1.12     0.026      0.15
 2171.700      1.13    0.0263     0.155
 2172.000       1.1    0.0249     0.155
 2172.300      1.07     0.025     0.151
 2172.600       1.1    0.0255     0.138
 2172.900      1.11    0.0255     0.135
 2173.200      1.13    0.0265     0.137
 2173.500      1.14    0.0263     0.143
 2173.800      1.13    0.0259     0.142
 2174.100       1.1    0.0262     0.142
 2174.400      1.11    0.0257      0.14
 2174.700      1.12    0.0262     0.145
 2175.000      1.12    0.0259      0.15
 2175.300      1.12    0.0261     0.155
 2175.600      1.13    0.0263     0.151
 2175.900      1.14    0.0262     0.151
 2176.200      1.14    0.0258      0.15
 2176.500      1.11    0.0263     0.141
 2176.800      1.12    0.0258     0.137
 2177.100      1.14    0.0268     0.142
 2177.400      1.15    0.0265     0.141
 2177.700      1.12    0.0259     0.148
 2178.000      1.08    0.0253     0.153
 2178.300      1.06    0.0246     0.157
 2178.600      1.11    0.0257     0.146
 2178.900      1.14    0.0272     0.148
 2179.200      1.08    0.0254     0.145
 2179.500      1.09    0.0261     0.141
 2179.800      1.11    0.0263     0.141
 2180.100      1.12     0.026     0.141
 2180.400      1.11    0.0263     0.142
 2180.700      1.09    0.0262     0.145
 2181.000      1.12    0.0264      0.15
 2181.300      1.12     0.026     0.151
 2181.600      1.11    0.0265     0.155
 2181.900      1.07    0.0258     0.159
 2182.200      1.08    0.0262     0.168
 2182.500      1.16    0.0286     0.164
 2182.800      1.11     0.027     0.151
 2183.100      1.12    0.0277     0.148
 2183.400      1.16    0.0287     0.155
 2183.700      1.14    0.0274     0.152
 2184.000      1.13    0.0278     0.148
 2184.300      1.13    0.0282     0.147
 2184.600      1.14    0.0278      0.14
 2184.900      1.12    0.0274     0.137
 2185.200      1.09    0.0269     0.141
 2185.500      1.09    0.0265      0.14
 2185.800      1.11    0.0271     0.135
 2186.100      1.07     0.027     0.133
 2186.400      1.08    0.0266     0.141
 2186.700      1.09    0.0261     0.143
 2187.000      1.11    0.0274     0.141
 2187.300      1.09    0.0262     0.149
 2187.600      1.12    0.0271     0.147
 2187.900      1.11    0.0272     0.147
 2188.200      1.08     0.027     0.152
 2188.500       1.1    0.0261     0.144
 2188.800      1.09    0.0272      0.14
 2189.100       1.1    0.0269     0.138
 2189.400       1.1    0.0264      0.15
 2189.700      1.08    0.0271     0.148
 2190.000      1.11     0.027     0.144
 2190.300       1.1    0.0264     0.141
 2190.600      1.12    0.0273     0.142
 2190.900      1.11    0.0267     0.142
 2191.200      1.09    0.0267     0.151
 2191.500      1.08    0.0264     0.159
 2191.800       1.1    0.0272     0.144
 2192.100       1.1    0.0266     0.141
 2192.400      1.09    0.0261     0.142
 2192.700      1.09    0.0272     0.139
 2193.000      1.11    0.0269     0.145
 2193.300       1.1    0.0259     0.148
 2193.600      1.11    0.0273     0.142
 2193.900       1.1    0.0267     0.138
 2194.200       1.1    0.0262     0.144
 2194.500      1.08    0.0264     0.154
 2194.800       1.1    0.0267     0.152
 2195.100      1.11    0.0269     0.152
 2195.400      1.05    0.0262     0.152
 2195.700      1.05    0.0256     0.153
 2196.000      1.08    0.0266     0.149
 2196.300       1.1    0.0268     0.138
 2196.600      1.08    0.0268     0.139
 2196.900      1.07    0.0259     0.139
 2197.200       1.1    0.0265     0.131
 2197.500      1.13    0.0271     0.135
 2197.800      1.11    0.0271     0.151
 2198.100      1.07    0.0264     0.152
 2198.400       1.1    0.0272     0.145
 2198.700      1.08    0.0269     0.143
 2199.000      1.09     0.027      0.14
 2199.300      1.12    0.0273     0.149
 2199.600      1.09    0.0265     0.147
 2199.900      1.12    0.0278     0.146
 2200.200      1.12    0.0274     0.143
 2200.500      1.08    0.0265      0.14
 2200.800      1.08    0.0273     0.137
 2201.100      1.07     0.026     0.145
 2201.400      1.07     0.026     0.147
 2201.700      1.07    0.0269     0.147
 2202.000      1.08    0.0266     0.147
 2202.300       1.1    0.0266     0.151
 2202.600      1.12    0.0277     0.147
 2202.900      1.07    0.0263     0.147
 2203.200      1.06    0.0262     0.141
 2203.500      1.08    0.0268     0.143
 2203.800      1.09    0.0263     0.146
 2204.100       1.1    0.0268     0.147
 2204.400      1.12    0.0275     0.145
 2204.700      1.12    0.0278     0.137
 2205.000      1.14    0.0272     0.144
 2205.300      1.14    0.0273      0.14
 2205.600      1.09    0.0275     0.139
 2205.900      1.08    0.0264     0.136
 2206.200      1.08    0.0261     0.137
 2206.500      1.08    0.0277     0.143
 2206.800       1.1    0.0265     0.139
 2207.100      1.08    0.0267     0.142
 2207.400      1.08    0.0268     0.139
 2207.700       1.1    0.0269     0.144
 2208.000      1.11    0.0269     0.143
 2208.300      1.09    0.0266     0.141
 2208.600      1.09    0.0269     0.134
 2208.900      1.09    0.0264     0.141
 2209.200      1.08    0.0264     0.148
 2209.500      1.08    0.0265     0.142
 2209.800       1.1    0.0264     0.137
 2210.100      1.11    0.0267     0.136
 2210.400      1.13    0.0278     0.139
 2210.700       1.1    0.0269     0.144
 2211.000      1.07    0.0267     0.141
 2211.300      1.07    0.0261     0.141
 2211.600       1.1    0.0262     0.143
 2211.900      1.09    0.0271     0.142
 2212.200      1.06     0.027     0.146
 2212.500      1.08    0.0262     0.141
 2212.800      1.12    0.0277      0.14
 2213.100      1.09    0.0267      0.14
 2213.400      1.09    0.0264     0.143
 2213.700      1.09    0.0269     0.139
 2214.000      1.09    0.0277     0.141
 2214.300      1.04    0.0261     0.143
 2214.600      1.07    0.0263     0.154
 2214.900      1.09    0.0264     0.151
 2215.200      1.09    0.0263     0.142
 2215.500       1.1    0.0268     0.141
 2215.800      1.11    0.0273     0.143
 2216.100      1.06    0.0262     0.143
 2216.400      1.03    0.0254     0.147
 2216.700      1.09    0.0267      0.15
 2217.000      1.12     0.027     0.146
 2217.300      1.09    0.0267     0.143
 2217.600      1.05    0.0269     0.151
 2217.900      1.07    0.0262     0.149
 2218.200      1.08    0.0266     0.161
 2218.500      1.12    0.0273      0.15
 2218.800      1.12    0.0272     0.139
 2219.100      1.11    0.0275     0.138
 2219.400      1.13    0.0279     0.135
 2219.700      1.12    0.0274     0.136
 2220.000      1.12    0.0278     0.139
 2220.300      1.11    0.0273      0.14
 2220.600      1.12    0.0275     0.143
 2220.900      1.11    0.0277     0.137
 2221.200       1.1    0.0273     0.134
 2221.500      1.12    0.0272     0.139
 2221.800      1.13    0.0278     0.142
 2222.100      1.11    0.0279     0.143
 2222.400      1.11    0.0272     0.162
 2222.700      1.11    0.0277     0.171
 2223.000      1.11    0.0279     0.163
 2223.300      1.16    0.0286     0.161
 2223.600      1.13    0.0278     0.153
 2223.900      1.11    0.0285     0.148
 2224.200      1.09    0.0268     0.147
 2224.500      1.07    0.0273     0.138
 2224.800      1.09    0.0282     0.139
 2225.100       1.1    0.0279     0.145
 2225.400      1.12     0.028     0.154
 2225.700      1.09     0.028     0.146
 2226.000      1.11    0.0286     0.149
 2226.300      1.12    0.0287     0.156
 2226.600      1.08    0.0279     0.157
 2226.900      1.08    0.0281     0.149
 2227.200      1.13    0.0286     0.153
 2227.500      1.09    0.0281     0.149
 2227.800      1.07    0.0278     0.144
 2228.100      1.09    0.0278     0.145
 2228.400      1.08    0.0275      0.15
 2228.700       1.1    0.0281     0.152
 2229.000      1.13    0.0285     0.153
 2229.300      1.12    0.0284     0.149
 2229.600      1.07    0.0277     0.151
 2229.900      1.09    0.0279     0.142
 2230.200       1.1     0.028     0.137
 2230.500      1.11    0.0285     0.134
 2230.800      1.08    0.0276     0.139
 2231.100      1.07    0.0273      0.15
 2231.400      1.09    0.0285     0.146
 2231.700      1.11    0.0285     0.143
 2232.000      1.12    0.0278     0.149
 2232.300      1.12    0.0286     0.145
 2232.600       1.1    0.0281     0.135
 2232.900       1.1    0.0279     0.141
 2233.200      1.05    0.0277     0.143
 2233.500      1.04    0.0264      0.15
 2233.800      1.03    0.0268     0.158
 2234.100      1.05    0.0275     0.152
 2234.400      1.06    0.0278     0.146
 2234.700      1.03    0.0266     0.143
 2235.000      1.08     0.028     0.141
 2235.300       1.1    0.0283     0.142
 2235.600      1.09    0.0284     0.141
 2235.900      1.05    0.0278     0.141
 2236.200      1.04    0.0273     0.141
 2236.500      1.05    0.0274     0.141
 2236.800      1.06    0.0277     0.156
 2237.100      1.06    0.0276     0.158
 2237.400      1.07    0.0275     0.149
 2237.700      1.08    0.0287     0.139
 2238.000      1.11    0.0283     0.152
 2238.300      1.12    0.0287     0.148
 2238.600       1.1     0.029     0.144
 2238.900      1.08    0.0281     0.139
 2239.200      1.07    0.0279     0.143
 2239.500      1.03     0.028     0.153
 2239.800      1.06    0.0281     0.151
 2240.100      1.05    0.0288     0.147
 2240.400      1.03    0.0289     0.154
 2240.700      1.02    0.0276     0.159
 2241.000      1.06    0.0286     0.145
 2241.300      1.07    0.0295     0.145
 2241.600      1.05    0.0285     0.158
 2241.900      1.09      0.03     0.154
 2242.200      1.06     0.029     0.143
 2242.500      1.05    0.0282     0.145
 2242.800      1.06    0.0285     0.146
 2243.100      1.07    0.0292      0.14
 2243.400      1.05     0.029     0.139
 2243.700      1.07    0.0291     0.144
 2244.000      1.07    0.0295     0.149
 2244.300      1.11    0.0298     0.145
 2244.600      1.11    0.0293     0.139
 2244.900       1.1    0.0297     0.135
 2245.200      1.11    0.0295     0.145
 2245.500       1.1    0.0297     0.143
 2245.800      1.05    0.0295     0.143
 2246.100      1.06    0.0289     0.158
 2246.400      1.06    0.0288     0.157
 2246.700      1.05    0.0292     0.144
 2247.000      1.09    0.0297     0.151
 2247.300       1.1    0.0297     0.149
 2247.600       1.1    0.0295     0.154
 2247.900       1.1    0.0307     0.146
 2248.200      1.09    0.0302     0.169
 2248.500      1.08    0.0299     0.168
 2248.800      1.07    0.0308     0.152
 2249.100      1.12    0.0322      0.15
 2249.400      1.09    0.0308     0.155
 2249.700      1.07    0.0314     0.146
 2250.000      1.12    0.0311     0.137
 2250.300      1.09    0.0305     0.134
 2250.600      1.05    0.0311     0.141
 2250.900      1.08    0.0311     0.146
 2251.200       1.1    0.0316     0.137
 2251.500      1.09    0.0322     0.137
 2251.800      1.04    0.0308     0.146
 2252.100      1.06    0.0308     0.151
 2252.400       1.1    0.0327     0.147
 2252.700      1.12    0.0322     0.148
 2253.000      1.07     0.031     0.148
 2253.300      1.08    0.0315     0.143
 2253.600      1.05    0.0307     0.136
 2253.900      1.03    0.0307     0.149
 2254.200      1.07    0.0313     0.146
 2254.500      1.07    0.0315      0.15
 2254.800      1.11    0.0319     0.154
 2255.100      1.08     0.032     0.157
 2255.400      1.09    0.0322     0.156
 2255.700      1.09    0.0314      0.16
 2256.000      1.06    0.0315     0.151
 2256.300      1.06    0.0312     0.143
 2256.600       1.1    0.0321     0.151
 2256.900      1.22    0.0353     0.184
 2257.200      1.14    0.0336     0.162
 2257.500       1.1    0.0321      0.15
 2257.800      1.11    0.0329     0.144
 2258.100      1.09    0.0329     0.145
 2258.400      1.07     0.033     0.143
 2258.700       1.1    0.0332     0.147
 2259.000      1.09    0.0338     0.139
 2259.300      1.09    0.0329      0.14
 2259.600      1.08    0.0326      0.14
 2259.900      1.12     0.034     0.137
 2260.200      1.11    0.0339     0.138
 2260.500      1.09    0.0332     0.136
 2260.800      1.07    0.0336     0.137
 2261.100       1.1    0.0352     0.142
 2261.400      1.06    0.0328     0.154
 2261.700      1.06    0.0335     0.165
 2262.000      1.05    0.0337     0.158
 2262.300      1.04     0.033     0.151
 2262.600       1.1    0.0369     0.146
 2262.900      1.06    0.0336     0.166
 2263.200       1.1    0.0347     0.157
 2263.500      1.13    0.0345     0.168
 2263.800      1.08    0.0326     0.163
 2264.100      1.05    0.0316     0.149
 2264.400      1.08    0.0328      0.14
 2264.700      1.09    0.0324     0.145
 2265.000      1.07    0.0328     0.155
 2265.300      1.11    0.0333      0.16
 2265.600      1.12    0.0332     0.157
 2265.900      1.11    0.0328      0.15
 2266.200      1.09    0.0331     0.143
 2266.500       1.1    0.0332     0.144
 2266.800      1.13    0.0331     0.146
 2267.100      1.09    0.0333      0.14
 2267.400      1.06    0.0322     0.149
 2267.700      1.09    0.0317     0.151
 2268.000      1.07    0.0331     0.149
 2268.300       1.1    0.0329     0.142
 2268.600      1.09    0.0321      0.14
 2268.900      1.09    0.0332     0.138
